Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;26813170;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;14/04/2026;martes;16;8608040;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;43511220;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;39284230;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;39284230;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;47201650;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45536660;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49484110;MEDICINA - Pregrado-AC-202701
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49600710;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;39973990;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;41109460;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49398440;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página Principal;17/04/2026;viernes;16;47171220;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47171220;Pregrado-AC-202602 
Inbound;Web;Gracias principal;18/04/2026;sábado;16;49638470;Pregrado-AC-202602 
Inbound;Web;Convalidador;18/04/2026;sábado;16;23376390;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;41927900;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;48817900;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41579000;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49640170;Pregrado-AC-202602 
Inbound;Web;Banner principal;19/04/2026;domingo;16;48860740;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49605230;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;35438200;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;45061070;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;30646640;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;19295140;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;34952290;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42988430;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42988430;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49420130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;43067480;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;2132670;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45705280;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;45310590;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45362960;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;49579280;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;41574500;Pregrado-AC-202602 
Inbound;Web;Portal;17/04/2026;viernes;16;49634300;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;9558450;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;45963900;Pregrado-AC-202602 
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48825630;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49604740;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;17/04/2026;viernes;16;39106950;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;48717920;Pregrado-AC-202602 
Inbound;Web;Pag institucional;17/04/2026;viernes;16;39224250;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;42274780;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49600050;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;29942780;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias pag Facultad;17/04/2026;viernes;16;49627660;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;17492760;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;15/04/2026;miércoles;16;38447750;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;38447750;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;14/04/2026;martes;16;49576590;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias pag Facultad;19/04/2026;domingo;16;49647960;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46588380;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;42250970;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;28261970;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;10253680;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;44702520;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;16819640;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;1678100;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;1678100;Pregrado-AC-202602 
Inbound;Email;Email bienvenida;13/04/2026;lunes;16;48024370;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;369006;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47046170;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47099600;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;45951030;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpc22_promotor_colegio_150426;16/04/2026;jueves;16;45091440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49573850;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49573850;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48353540;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47379540;Pregrado-AC-202602 
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;17/04/2026;viernes;16;42959610;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;43472930;Pregrado-AC-202602 
Inbound;Web;Banner principal;13/04/2026;lunes;16;49570750;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;15/04/2026;miércoles;16;44021630;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47818540;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;18/04/2026;sábado;16;41098990;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49573490;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;45152850;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;42370550;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;5455960;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49556820;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49556820;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;43321710;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;42457460;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;16/04/2026;jueves;16;42457460;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;16/04/2026;jueves;16;49612880;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;41092990;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45555170;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;14/04/2026;martes;16;42104360;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;44708870;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49584760;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;37337510;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49273800;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49273800;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49460350;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;40884460;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;16013240;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;47996650;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;46513560;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;44587000;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;25762600;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49199820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;12440890;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;2509500;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;29991260;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;19/04/2026;domingo;16;47128050;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49557950;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49641830;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48940310;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;15/04/2026;miércoles;16;29692320;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48759500;Pregrado-AC-202602 
Inbound;Web;Portal;13/04/2026;lunes;16;16414160;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45578920;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49623360;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49623360;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49641870;Pregrado-AC-202602 
Inbound;Web;Convalidador;15/04/2026;miércoles;16;41331540;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;35895080;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49634040;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;38876270;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49642740;Pregrado-AC-202602 
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;41756720;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49572440;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;48044520;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49570560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;24720850;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;19/04/2026;domingo;16;49654210;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;26063330;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;26063330;Pregrado-AC-202602 
Outbound;WhatsApp;ugpc22_promotor_colegio_150426;15/04/2026;miércoles;16;48007440;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49441390;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;16/04/2026;jueves;16;43878290;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49575940;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;43070970;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49635790;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49635790;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49596880;Pregrado-AC-202602 
Outbound;WhatsApp;waremk650_reciclados_mkt_directo_17042026;18/04/2026;sábado;16;28993270;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;19/04/2026;domingo;16;43624130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;35749500;Pregrado-AC-202602 
Inbound;Web;Portal;13/04/2026;lunes;16;49571220;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49571220;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49571220;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45145310;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;18/04/2026;sábado;16;44805970;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;36629810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48751070;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48751070;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;11079660;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48935670;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;39804010;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49559560;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;21595350;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacigen584_inicial_citas_generadas_en_campana_16042026;16/04/2026;jueves;16;10919510;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47797500;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47797500;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;37256050;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;43075990;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;16/04/2026;jueves;16;35977470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;44587390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;44587390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45189960;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49512180;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;43606810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;48983630;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;42293110;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47884230;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;49357980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49357980;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48108070;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45145700;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;48687170;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;39647970;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;47300200;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49622220;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;2597521;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;1543021;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;14/04/2026;martes;16;25698040;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;43781410;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49631520;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;19/04/2026;domingo;16;49654690;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49605920;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49587440;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;23168540;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;45282950;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;23054380;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;49281240;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;29088720;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;2767301;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;46851730;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49594110;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49594110;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49480080;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;31675470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;45936110;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;49641800;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49438580;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;17/04/2026;viernes;16;1850980;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias portal;13/04/2026;lunes;16;34213280;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47247250;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;17/04/2026;viernes;16;13756040;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;21664080;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias pag Facultad;17/04/2026;viernes;16;40483200;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;23958370;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49578200;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49579560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;47700980;Pregrado-AC-202602 
Inbound;Web;Gracias principal;18/04/2026;sábado;16;49636810;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;49591650;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;19/04/2026;domingo;16;1896810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;44482440;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;46893200;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;46183650;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;14/04/2026;martes;16;42805030;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;16/04/2026;jueves;16;44115040;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;19/04/2026;domingo;16;49651640;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;14/04/2026;martes;16;49580280;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;19325150;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;10613520;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;48690910;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;13/04/2026;lunes;16;49568470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49568470;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49601090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49601090;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47350500;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46782390;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;32348790;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;48684520;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49345850;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;35304990;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;46136800;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;48637700;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;2311621;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;44348310;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;18238100;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;16/04/2026;jueves;16;41597800;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;46885290;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;38912330;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;38912330;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;41525120;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45443390;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49566310;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;47022440;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;43518090;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;44363490;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49565550;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49482400;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49306350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46219030;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46219030;Pregrado-AC-202602 
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;31716090;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49603440;Pregrado-AC-202602 
